date,holding,strategy_equity,buy_hold_levered
2020-01-13,QQQ,210647.7042047393,173204.16357574135
2020-01-14,QQQ,209818.274575248,171925.65931109397
2020-01-15,QQQ,209904.0746305788,171952.02582188448
2020-01-16,QQQ,211915.69169588826,175194.40273769252
2020-01-17,QQQ,212964.40752986516,176973.77014858465
2020-01-21,QQQ,212869.06443684414,176815.5911955966
2020-01-22,QQQ,213431.55086265286,177711.871556679
2020-01-23,QQQ,214117.98039992616,178766.31075899448
2020-01-24,QQQ,212316.10650141208,175708.43908345504
2020-01-27,QQQ,207930.60062140314,168472.3804765943
2020-01-28,QQQ,211124.3905752172,173560.02096851575
2020-01-29,QQQ,211467.60534385385,174100.42382506875
2020-01-30,QQQ,212220.77795570457,175365.75489019835
2020-01-31,QQQ,208855.37334391542,169684.98857602038
2020-02-03,QQQ,212011.03478890922,174733.09941351105
2020-02-04,QQQ,216863.69854901938,182773.15559368746
2020-02-05,QQQ,217578.72810473628,184170.27898925962
2020-02-06,QLD,221191.2970464936,187228.1506647991
2020-02-07,QLD,219198.1637544975,185541.05598579627
2020-02-10,QLD,224632.55622219588,190141.01658686827
2020-02-11,QLD,224632.55622219588,190141.01658686827
2020-02-12,QLD,229039.25641372532,193871.0834494033
2020-02-13,QLD,228276.2745541471,193225.25477319822
2020-02-14,QLD,229490.83941145646,194253.32746472323
2020-02-18,QLD,229880.1236287998,194582.83845846212
2020-02-19,QLD,234193.3756497475,198233.80578862567
2020-02-20,QLD,229646.53884238,194385.11979516578
2020-02-21,QLD,221097.87263593485,187149.07124418253
2020-02-24,QQQ,212571.5767564964,172611.04780936227
2020-02-25,CASH,212571.5767564964,163292.46725278354
2020-02-26,CASH,212571.5767564964,164702.77390375096
2020-02-27,CASH,212571.5767564964,148214.04096141027
2020-02-28,CASH,212571.5767564964,149703.43708887172
2020-03-02,CASH,212571.5767564964,163793.3203431508
2020-03-03,CASH,212571.5767564964,153341.23121951747
2020-03-04,CASH,212571.5767564964,165928.5552026948
2020-03-05,CASH,212571.5767564964,155937.77945912047
2020-03-06,CASH,212571.5767564964,150678.7868146932
2020-03-09,CASH,212571.5767564964,129932.7774645372
2020-03-10,CASH,212571.5767564964,143864.50187758318
2020-03-11,CASH,212571.5767564964,131316.7176047141
2020-03-12,CASH,212571.5767564964,107011.99354452889
2020-03-13,CASH,212571.5767564964,127402.13544603299
2020-03-16,CASH,212571.5767564964,96467.64174488379
2020-03-17,CASH,212571.5767564964,109476.72934193433
2020-03-18,CASH,212571.5767564964,102622.90469451602
2020-03-19,CASH,212571.5767564964,104033.21134548345
2020-03-20,CASH,212571.5767564964,95716.35708139419
2020-03-23,CASH,212571.5767564964,96204.02691636617
2020-03-24,CASH,212571.5767564964,110847.49628259349
2020-03-25,CASH,212571.5767564964,108857.24706476479
2020-03-26,CASH,212571.5767564964,120574.66725352767
2020-03-27,CASH,212571.5767564964,111730.58333240316
2020-03-30,CASH,212571.5767564964,120284.69597009703
2020-03-31,CASH,212571.5767564964,118070.38168993646
2020-04-01,CASH,212571.5767564964,108211.40833268221
2020-04-02,CASH,212571.5767564964,112508.23450668328
2020-04-03,CASH,212571.5767564964,109450.37288702131
2020-04-06,CASH,212571.5767564964,125016.46901336659
2020-04-07,CASH,212571.5767564964,124528.79917839459
2020-04-08,CASH,212571.5767564964,129945.95066405494
2020-04-09,CASH,212571.5767564964,130275.46165779387
2020-04-13,QLD,217453.59218870482,133267.42711223455
2020-04-14,QLD,236250.3869639559,144787.1286377011
2020-04-15,QLD,230852.21687563768,141478.83544491677
2020-04-16,QLD,239605.43324932145,146843.28407662862
2020-04-17,QLD,243562.64629326452,149268.4801637258
2020-04-20,QLD,237927.9019025083,145815.2013292261
2020-04-21,QLD,220227.9501287187,134967.70504663262
2020-04-22,QLD,233841.6542966029,143310.92582151238
2020-04-23,QLD,232723.30006539417,142625.5373232441
2020-04-24,QLD,240379.65702935582,147317.77065620534
2020-04-27,QLD,243304.56076107928,149110.3112666152
2020-04-28,QLD,234637.3893063846,143798.5956564844
2020-04-29,QLD,250638.33132013518,153604.84604803514
2020-04-30,QLD,251584.62852988706,154184.7886148964
2020-05-01,QLD,236379.4379341788,144866.21811419516
2020-05-04,QLD,242293.76267860684,148490.83904532314
2020-05-05,QLD,247691.91635866437,151799.12218223
2020-05-06,QLD,250702.84860111627,153644.3857583434
2020-05-07,QLD,257348.40748260551,157717.1468700126
2020-05-08,QLD,264101.4896963098,161855.8041469031
2020-05-11,QLD,268488.8288856343,164544.6050066404
2020-05-12,QLD,257778.53362798694,157980.75164265273
2020-05-13,QLD,251348.05422744906,154039.80297318107
2020-05-14,QLD,256832.236418235,157400.80907579145
2020-05-15,QQQ,258499.45475850152,159430.59800392843
2020-05-18,QQQ,263315.8417047198,165533.1379878571
2020-05-19,QQQ,262655.9114171276,164465.52558602384
2020-05-20,QQQ,267900.6921404527,171161.1913922091
2020-05-21,QQQ,264983.0600449863,167391.5848193658
2020-05-22,QQQ,265897.7228935956,168432.840766286
2020-05-26,QQQ,265179.88197870506,167760.63552341296
2020-05-27,QQQ,266627.11766762374,169355.47758228146
2020-05-28,QQQ,266279.79523544427,168696.44553892614
2020-05-29,QQQ,270181.53699950455,173283.24299635788
2020-06-01,QQQ,270991.9854520087,175128.49651659373
2020-06-02,QLD,274357.2242074341,177303.28114232354
2020-06-03,QLD,276763.85151066206,178858.5633791288
2020-06-04,QLD,272807.16352467437,176301.55484983406
2020-06-05,QLD,283494.29790079565,183208.1125188334
2020-06-08,QLD,288164.8017774126,186226.42437230962
2020-06-09,QLD,292101.10569362825,188770.2597020866
2020-06-10,QLD,299361.8179842907,193462.49303504787
2020-06-11,QLD,269768.2877306227,174337.68219867337
2020-06-12,QQQ,271912.4171668749,176776.0514852883
2020-06-15,QQQ,275220.8252278264,181191.50684609168
2020-06-16,QQQ,279947.1375346273,187702.64730025333
2020-06-17,QQQ,280834.7480550844,188612.1008608535
2020-06-18,QQQ,281595.5721494891,189785.1591940938
2020-06-19,QQQ,281549.4695936229,189547.90082048922
2020-06-22,QQQ,284431.3630515059,194253.32746472323
2020-06-23,QQQ,286852.1430023185,197350.71873881598
2020-06-24,QQQ,280938.5095877262,189442.45488908215
2020-06-25,QQQ,283612.89757000713,193080.2691314829
2020-06-26,QQQ,276915.3799882361,183643.06944397936
2020-06-29,QQQ,279935.59870339936,187518.12194822973
2020-06-30,QQQ,285422.7351046049,194661.91787907868
2020-07-01,QQQ,288754.20323833043,199617.7559846801
2020-07-02,QQQ,290713.8872717545,202319.7501556901
2020-07-06,QQQ,297860.9971190497,212323.6990987822
2020-07-07,QLD,293645.2002026037,209318.56044482373
2020-07-08,QLD,301263.21424214117,214748.89518587937
2020-07-09,QLD,306274.1107617405,218320.80320718134
2020-07-10,QLD,310841.22879022884,221576.37343426218
2020-07-13,QLD,297897.9857134834,212350.0656095727
2020-07-14,QLD,302243.2286034317,215447.47699542044
2020-07-15,QLD,302908.8822330827,215921.97363087465
2020-07-16,QLD,298674.57691240445,212903.6416656435
2020-07-17,QLD,299636.0828694628,213589.0301639118
2020-07-20,QQQ,308137.0352500436,225860.016352868
2020-07-21,QLD,301645.5851954071,221101.87679880796
2020-07-22,QLD,303767.4306869858,222657.15903561318
2020-07-23,QQQ,295833.0122099185,210913.40250369228
2020-07-24,QQQ,293023.84022540704,206853.8246474183
2020-07-27,QQQ,298252.31106905406,214313.9583724884
2020-07-28,QQQ,294457.0840968301,208989.04945108484
2020-07-29,QQQ,297850.9957867945,213826.26842576143
2020-07-30,QQQ,299410.3833143817,215974.6865407007
2020-07-31,QQQ,304753.5206660037,223645.69201682994
2020-08-03,QQQ,308869.7928657742,229563.7167046125
2020-08-04,QQQ,310016.3879629127,231343.08411550464
2020-08-05,QLD,311641.35664070613,232555.68215905322
2020-08-06,QLD,319571.90883171983,238473.68673508082
2020-08-07,QLD,312383.188409838,233109.25821512396
2020-08-10,QLD,309592.4725443233,231026.74632128348
2020-08-11,QLD,298041.0536375571,222406.74757424582
2020-08-12,QQQ,305537.2967688445,233596.92805009597
2020-08-13,QQQ,306234.1295746312,234519.55481021391
2020-08-14,QQQ,305874.4805712606,234084.61799682296
2020-08-17,QQQ,309425.9373090074,239277.69436427395
2020-08-18,QQQ,312404.20559125836,243943.5812981997
2020-08-19,QQQ,310302.56031846267,240753.91729221764
2020-08-20,QQQ,314606.9957153738,247423.21658761238
2020-08-21,QQQ,316787.3206385349,250718.32652500147
2020-08-24,QQQ,318765.35585905635,253960.70344080956
2020-08-25,QQQ,321271.58053713135,257914.83536567647
2020-08-26,QQQ,328127.2396100597,268854.60438015923
2020-08-27,QQQ,327104.50704935903,267062.06376974937
2020-08-28,QQQ,328767.8579664354,269856.3306726487
2020-08-31,QQQ,331408.9767442869,274574.9305164005
2020-09-01,QQQ,337073.3285043149,283643.05938810186
2020-09-02,QQQ,340265.1362386911,288941.60179871495
2020-09-03,QQQ,323013.6111045731,259311.97887300362
2020-09-04,QQQ,318709.14140964526,252431.7877147948
2020-09-08,QQQ,303390.7210941399,228364.29186058172
2020-09-09,QQQ,312303.06073993846,241676.54405233564
2020-09-10,QQQ,306076.7702739002,231764.84772937786
2020-09-11,QQQ,303952.65980015014,228838.78849603594
2020-09-14,QQQ,309246.112807322,236799.7853673508
2020-09-15,QQQ,313629.2278545986,243548.164083362
2020-09-16,QQQ,308627.9596519007,235508.08779143068
2020-09-17,QQQ,303806.5502489048,228496.10430277925
2020-09-18,QQQ,299929.1594582274,222459.46048407187
2020-09-21,QQQ,300648.45746496855,224383.81353667926
2020-09-22,QQQ,306234.1295746311,232423.86971685564
2020-09-23,QQQ,296883.4612750966,218136.27785515774
2020-09-24,QQQ,298265.8428391678,220324.23568040528
2020-09-25,QQQ,305200.1472644449,230763.14154864335
2020-09-28,QQQ,311538.83233128855,240015.81588412332
2020-09-29,QQQ,310133.9855662629,237854.22456966626
2020-09-30,QQQ,312258.09604001296,241597.46463171908
2020-10-01,QLD,321729.75028293935,248925.7859145916
2020-10-02,QLD,303604.1316470227,234901.79882553383
2020-10-05,QLD,316755.42920549924,245077.09992113177
2020-10-06,QLD,305001.0173909181,235982.5844268849
2020-10-07,QLD,316176.23331154,244628.96979646804
2020-10-08,QLD,319038.1607832624,246843.27402075112
2020-10-09,QLD,328714.2569840916,254329.7742566117
2020-10-12,QLD,348918.1912337602,269961.7766040558
2020-10-13,QLD,348679.67128389166,269777.2311402772
2020-10-14,QLD,343126.1543124923,265480.4150221536
2020-10-15,QLD,338288.11920902354,261737.1749601008
2020-10-16,QLD,334744.7618674447,258995.64107878244
2020-10-19,QLD,323467.3639587089,250270.19640033777
2020-10-20,QLD,325477.5235885294,251825.478637143
2020-10-21,QLD,324659.8337385932,251192.8231604557
2020-10-22,QLD,324762.04172059876,251271.90258107227
2020-10-23,QQQ,325402.00918901566,252405.4212040043
2020-10-26,QQQ,320522.24852343387,244418.07793365396
2020-10-27,QQQ,323024.9921456973,248187.68450649723
2020-10-28,QQQ,310431.30425753637,228970.60093823346
2020-10-29,QQQ,315859.6234141661,236588.89350453665
2020-10-30,QQQ,307848.55598281795,225385.51971741376
2020-11-02,QQQ,308534.245377725,226018.17519410106
2020-11-03,QQQ,313871.1206813744,233583.75485057823
2020-11-04,QQQ,327881.9092858396,254487.9330978448
2020-11-05,QQQ,336430.0960077103,267879.2647102152
2020-11-06,QLD,336992.9035136502,268327.39483487897
2020-11-09,QLD,322723.93231467565,256965.862206523
2020-11-10,QLD,311666.28790403646,248161.31799570672
2020-11-11,QLD,325471.767597132,259153.79992001556
2020-11-12,QLD,322392.8453032826,256702.23732212785
2020-11-13,QLD,328318.9441380419,261420.83716587964
2020-11-16,QLD,332689.0249494675,264900.4724552923
2020-11-17,QLD,330537.0856673762,263187.011265499
2020-11-18,QLD,325869.056855768,259470.13771423668
2020-11-19,QLD,330801.9451731335,263397.9031283131
2020-11-20,QLD,326564.29411458655,260023.71377030745
2020-11-23,QLD,326531.1803617687,259997.34725951694
2020-11-24,QLD,335867.26324337773,267431.11447379657
2020-11-25,QLD,340071.8258074996,270778.9574327667
2020-11-27,QLD,346097.24064231967,275576.636697135
2020-11-30,QLD,346991.1099012599,276288.3715944388
2020-12-01,QLD,356890.02554720145,284170.2890451371
2020-12-02,QLD,357154.8597945662,284381.1607961962
2020-12-03,QLD,357982.5268062634,285040.18278367404
2020-12-04,QLD,361359.42235868797,287729.00375516637
2020-12-07,QLD,365166.69566417375,290760.5089199153
2020-12-08,QLD,367417.9509463259,292553.04953032517
2020-12-09,QLD,351294.98846544256,279715.29397402547
2020-12-10,QLD,353579.35750041256,281534.2010952259
2020-12-11,QLD,352288.1989828363,280506.12840370083
2020-12-14,QQQ,354844.1439894646,284170.2890451371
2020-12-15,QQQ,358637.20883472945,290496.88403552014
2020-12-16,QQQ,360609.60540362477,293712.9145522927
2020-12-17,QQQ,362967.12826995703,297535.2541467171
2020-12-18,QQQ,361870.0543576613,295479.08865191205
2020-12-21,QQQ,360539.5824404544,294714.6408447822
2020-12-22,QQQ,361519.93954180955,296138.1106393899
2020-12-23,QQQ,359699.27126544004,293185.70500701247
2020-12-24,QQQ,361286.50591992826,295742.7135363072
2020-12-28,QQQ,364927.8424726673,301752.9908442241
2020-12-29,QQQ,365254.628173119,302306.56690029486
2020-12-30,QQQ,365266.3105393041,302042.96212765476
2020-12-31,QQQ,366164.96231130377,303440.08552322694
2021-01-04,QQQ,360994.73170106177,294899.16619680583
2021-01-05,QQQ,363970.81448671233,299696.8454611741
2021-01-06,QQQ,358928.98305359605,291656.76916924276
2021-01-07,QQQ,367612.18665642146,305891.6481211146
2021-01-08,QQQ,372338.9147552711,313589.0201080343
2021-01-11,QQQ,366958.615255518,304257.2663519378
2021-01-12,QQQ,366375.066817785,303519.16494384344
2021-01-13,QQQ,368849.3064950579,307446.93035791983
2021-01-14,QQQ,366876.90992616257,304072.74099991424
2021-01-15,QQQ,363970.81448671233,299354.1411561624
2021-01-19,QQQ,369281.1266402651,308211.3982768047
2021-01-20,QQQ,377870.94254754996,322314.464786479
2021-01-21,QLD,384237.31306696974,327744.81963928964
2021-01-22,QLD,381826.7554321375,325688.67425623967
2021-01-25,QLD,388594.85411954386,331461.69319055195
2021-01-26,QLD,389151.13846437936,331936.1898260062
2021-01-27,QLD,368197.8007728515,314063.51674348855
2021-01-28,QLD,371875.4596958393,317200.4678396445
2021-01-29,QLD,356546.76434504124,304125.47402149526
2021-02-01,QQQ,365455.91759909014,319072.08787067095
2021-02-02,QQQ,371417.9871437525,329537.3602496995
2021-02-03,QQQ,369944.47988005565,326690.3804369741
2021-02-04,QQQ,374319.6874658915,334493.19835530093
2021-02-05,QQQ,375589.1770329527,336839.31502178154
2021-02-08,QQQ,378105.4990644479,341057.0718310435
2021-02-09,QQQ,378026.1819097538,340951.60578788153
2021-02-10,QQQ,377164.7277359638,339290.89773142425
2021-02-11,QQQ,379238.97683375207,343060.4841925125
2021-02-12,QQQ,381358.6093187878,346856.4572761464
2021-02-16,QQQ,380327.1403978014,345063.8965539815
2021-02-17,QQQ,378502.2232019036,341716.0938185214
2021-02-18,QQQ,376847.35534419847,338605.48912140087
2021-02-19,QQQ,375203.79874230886,335758.52942043054
2021-02-22,QQQ,365478.5747017175,318360.33286161214
2021-02-23,QQQ,364390.44572866446,316383.2668991787
2021-02-24,QQQ,367394.15489912126,321550.01697934914
2021-02-25,QQQ,354585.8353513863,298774.1985893012
2021-02-26,QQQ,356070.7230528914,301937.5161962477
2021-03-01,QQQ,366782.06721821806,319783.8227679748
2021-03-02,QQQ,360899.3148282497,309423.9963203533
2021-03-03,QQQ,350425.99130899797,291604.0562594167
2021-03-04,QQQ,344690.59656359855,281824.1723786565
2021-03-05,QQQ,349881.90952697326,290470.53763648466
2021-03-08,QQQ,339975.32489237364,273942.2549279582
2021-03-09,QQQ,353384.35168320365,295610.90109410963
2021-03-10,QQQ,352375.5744558411,293844.7269944903
2021-03-11,QQQ,360491.27943497855,307473.2968687104
2021-03-12,QQQ,357566.8874192158,302332.93341108534
2021-03-15,QQQ,361386.7019672115,308870.42026428255
2021-03-16,QQQ,363370.2880634938,312244.60962228815
2021-03-17,QQQ,364866.48702081444,314722.53873096633
2021-03-18,QQQ,353690.4128191535,295320.929810679
2021-03-19,QQQ,354937.24528358737,297983.3842713808
2021-03-22,QQQ,361137.3354743247,308685.89491225895
2021-03-23,QQQ,359561.81936231,305496.2309062769
2021-03-24,QQQ,353497.7063783334,295373.66283226
2021-03-25,QQQ,352885.6186974302,294530.11549275863
2021-03-26,QQQ,358178.97510011913,303308.27308102936
2021-03-29,QQQ,358076.96625180135,303044.6683083892
2021-03-30,QQQ,356274.7407495273,300092.24256425677
2021-03-31,QQQ,361726.7660526007,308923.1532858636
2021-04-01,QQQ,367892.8878848951,319757.4763689393
2021-04-05,QQQ,375237.8016917485,332568.8654144485
2021-04-06,QQQ,374977.12394304626,331857.1104053896
2021-04-07,QQQ,375883.89232209104,333491.49217456643
2021-04-08,QQQ,379805.7157184045,340503.4756632178
2021-04-09,QQQ,382106.67420645215,344668.4994508988
2021-04-12,QQQ,381607.975811675,343666.77315840934
2021-04-13,QQQ,386062.5351432013,351680.5030513052
2021-04-14,QQQ,381426.6152176668,343218.6430337456
2021-04-15,QQQ,387207.324168321,353525.7565715411
2021-04-16,QQQ,387660.7429488398,354474.74984244956
2021-04-19,QQQ,384112.95199635834,347937.26298925234
2021-04-20,QQQ,381313.26052253717,342638.7004668843
2021-04-21,QQQ,384577.6820326926,348701.7107963823
2021-04-22,QQQ,379941.7621071581,340318.9704229492
2021-04-23,QQQ,384725.03967726155,348859.86963761534
2021-04-26,QQQ,387230.0158619448,353367.597730308
2021-04-27,QQQ,385552.45631061593,350125.22081449995
2021-04-28,QQQ,384248.9637941154,347357.3204223911
2021-04-29,QQQ,385631.8080563063,350256.99303318746
2021-04-30,QQQ,383104.14017799933,345512.0669021552
2021-05-03,QQQ,381063.8940296504,341979.6784794065
2021-05-04,QQQ,374206.36736175866,329616.43967031606
2021-05-05,QQQ,372948.1890505129,327243.9564930449
2021-05-06,QQQ,375759.2263711459,332357.97355163435
2021-05-07,QQQ,378808.28433785384,337577.4164298759
2021-05-10,QQQ,369241.7291976469,320416.4983564171
2021-05-11,QQQ,368731.6503650615,319810.1892787653
2021-05-12,QQQ,359187.7869184783,303255.56017120334
2021-05-13,QQQ,361964.7866986757,307947.7935041646
2021-05-14,QQQ,369955.82572686794,321391.8380263611
2021-05-17,QQQ,367711.52729088697,317516.78552211076
2021-05-18,QQQ,365229.2082088311,313140.88998337055
2021-05-19,QQQ,365648.5894489142,313878.99139146495
2021-05-20,QQQ,372721.4796602534,326031.3584494963
2021-05-21,QQQ,370658.57640927704,322340.83129726956
2021-05-24,QQQ,376892.70414045005,333280.60031175235
2021-05-25,QQQ,377414.09422885097,334150.5141620442
2021-05-26,QQQ,378728.9325921633,336364.8183863273
2021-05-27,QQQ,377312.0853805331,333939.62229923013
2021-05-28,QQQ,378502.223201904,335784.875819466
2021-06-01,QQQ,377244.0794816546,333728.73043641605
2021-06-02,QQQ,377980.83311350306,334994.06150154566
2021-06-03,QQQ,374047.6638703777,327771.1660383252
2021-06-04,QQQ,380395.1462966804,339317.24413045973
2021-06-07,QQQ,381528.62406598456,341057.0718310435
2021-06-08,QQQ,381709.9846599928,341320.65649192873
2021-06-09,QQQ,381800.6476614987,341637.01439790486
2021-06-10,QQQ,385779.1657008752,348807.1768395443
2021-06-11,QQQ,386787.9429282378,350494.2715185471
2021-06-14,QQQ,390494.43737210013,357189.91721297737
2021-06-15,QQQ,387944.11239116575,352444.95085843507
2021-06-16,QQQ,386527.26517953555,349914.3289516858
2021-06-17,QQQ,391435.20870058425,358771.5860723281
2021-06-18,QQQ,388363.49363124894,353183.0522665294
2021-06-21,QQQ,390324.38803390745,357453.54209737247
2021-06-22,QQQ,393962.87657889124,364149.1877918027
2021-06-23,QQQ,394155.5484287149,364412.81267619785
2021-06-24,QQQ,396592.55330551596,368946.887167926
2021-06-25,QQQ,396105.1315755579,368156.05273825064
2021-06-28,QQQ,400922.4120951007,377013.30985889287
2021-06-29,QQQ,402373.2622561702,379702.09060687525
2021-06-30,QQQ,401738.51747263956,378594.93849473365
2021-07-01,QQQ,401897.2209640204,378858.5633791288
2021-07-02,QQQ,406510.48378692754,387399.5028173049
2021-07-06,QQQ,408267.3604929504,390668.22613214847
2021-07-07,QQQ,409128.8146667405,392039.0031286852
2021-07-08,QQQ,406657.80684050015,387821.24631942314
2021-07-09,QQQ,409196.82056561904,392513.4796523844
2021-07-12,QQQ,410795.0283712575,395518.61830634286
2021-07-13,QQQ,410795.0283712575,395360.45946510974
2021-07-14,QQQ,411531.7820031059,396731.23646164645
2021-07-15,QQQ,408641.39293678245,391142.7428793577
2021-07-16,QQQ,405331.65722137224,384868.8406870457
2021-07-19,QQQ,402010.57565915014,378542.24569666263
2021-07-20,QQQ,406680.4985341239,387346.7697957239
2021-07-21,QQQ,409820.2195023378,393040.7294211746
2021-07-22,QQQ,412529.24797465303,398523.7569603013
2021-07-23,QQQ,417346.5284941958,407591.9059437576
2021-07-26,QQQ,417675.2121417766,408488.2064165951
2021-07-27,QQQ,413073.29516568134,399525.4832527908
2021-07-28,QQQ,414660.1571245079,402372.46306551615
2021-07-29,QQQ,415396.9453473527,403954.13192486693
2021-07-30,QQQ,413231.9986570622,399630.94929595286
2021-08-02,QQQ,413266.00160650146,399578.21627437184
2021-08-03,QQQ,415770.97779118473,404428.60844856617
2021-08-04,QQQ,416371.7196252761,405746.6524235218
2021-08-05,QQQ,419012.74219871283,410860.6694821113
2021-08-06,QQQ,417176.4791560031,407117.4294200584
2021-08-09,QQQ,417947.27032828715,408593.6322362471
2021-08-10,QQQ,415804.98074062396,404481.3414701472
2021-08-11,QQQ,415090.8842114029,403163.29749519157
2021-08-12,QQQ,416587.08316872356,406010.2773079169
2021-08-13,QQQ,418049.279176605,408646.36525782815
2021-08-16,QQQ,418230.6397706132,408962.6829402944
2021-08-17,QQQ,414546.83702037466,401792.52049865486
2021-08-18,QQQ,410556.9731341863,393989.7226920831
2021-08-19,QQQ,412540.5592304686,397891.12159536895
2021-08-20,QQQ,416813.792558983,406168.43614914996
2021-08-23,QQQ,423047.92029015603,418188.9907649838
2021-08-24,QQQ,424340.0669598446,420772.3456933141
2021-08-25,QQQ,424827.4540988063,421246.8624405233
2021-08-26,QQQ,422129.8060642993,416343.7372447479
2021-08-27,QQQ,426232.990054621,424515.58575536683
2021-08-30,QQQ,431016.26762472454,434058.25148603244
2021-08-31,QQQ,430664.89228351996,433161.99123670504
2021-09-01,QQQ,431378.9542217447,434690.88685096474
2021-09-02,QQQ,431174.93652510905,434163.6773056845
2021-09-03,QQQ,432501.1207352333,436905.2312987578
2021-09-07,QQQ,433113.17382514017,437959.65038931835
2021-09-08,QQQ,431605.663612004,435112.670576593
2021-09-09,QQQ,430120.81050149526,431685.7481970063
2021-09-10,QQQ,426856.38899133983,425253.7273869712
2021-09-13,QQQ,426561.6737022019,424673.7848201099
2021-09-14,QQQ,425348.87877820374,422195.8557114317
2021-09-15,QQQ,428511.256849045,428417.0248821627
2021-09-16,QQQ,428805.97213818296,429207.8593118381
2021-09-17,QQQ,423727.9792789416,419032.55821624014
2021-09-20,QQQ,414512.83407093555,401581.62863584084
2021-09-21,QQQ,415022.87831252464,402372.46306551615
2021-09-22,QQQ,418899.38750358333,410069.8350524358
2021-09-23,QQQ,422764.55084783013,417556.3151765415
2021-09-24,QQQ,423161.2403942895,418241.72378656483
2021-09-27,QQQ,419783.4987800007,411756.9297314387
2021-09-28,QQQ,407904.63930493424,388243.0300450513
2021-09-29,QQQ,407235.89157196437,387294.0367741429
2021-09-30,QQQ,405739.6926146437,383656.2225317421
2021-10-01,QQQ,408256.0146461388,388822.9726119126
2021-10-04,QQQ,399686.92547747894,372690.12722997885
2021-10-05,QQQ,405082.2907284856,382654.5364627626
2021-10-06,QQQ,407677.9645056711,387452.19561537594
2021-10-07,QQQ,411418.4273079763,394569.6250354344
2021-10-08,QQQ,409366.83531281544,390562.80031249643
2021-10-11,QQQ,406227.1143446016,384605.2158026506
2021-10-12,QQQ,404810.2671329714,382021.8608743204
2021-10-13,QQQ,408051.9969495031,388032.1381822372
2021-10-14,QQQ,415566.96009454917,402267.03724586405
2021-10-15,QLD,420795.5824441083,407328.3212828725
2021-10-18,QLD,429292.0885679674,415552.9028150725
2021-10-19,QLD,435555.55670819024,421615.9131445704
2021-10-20,QLD,434520.7109175265,420614.186852081
2021-10-21,QLD,439858.28627315373,425780.9369322515
2021-10-22,QLD,432342.10788352764,418505.30844744993
2021-10-25,QLD,441165.43147219426,427046.24788562604
2021-10-26,QLD,443616.33391457004,429418.7109511422
2021-10-27,QLD,445903.8899546369,431633.0553989353
2021-10-28,QLD,455979.8822393101,441386.57276890497
2021-10-29,QLD,460445.99975997914,445709.75539781904
2021-11-01,QLD,463550.49557857355,448714.8940517775
2021-11-02,QLD,467471.9727290921,452510.8671354113
2021-11-03,QLD,477330.10055502586,462053.49264256697
2021-11-04,QLD,489421.30791799247,473757.7295759346
2021-11-05,QLD,490401.67720562214,474706.722846843
2021-11-08,QLD,489094.53200658155,473441.41189346847
2021-11-09,QLD,482177.47049014,466745.7259755282
2021-11-10,QLD,468125.5245519142,453143.50250034366
2021-11-11,QLD,470739.85650339205,455674.16463060287
2021-11-12,QLD,480597.9843293258,465216.7901377585
2021-11-15,QLD,480434.59637362027,465058.6312965254
2021-11-16,QLD,487188.2283809596,471596.1181497225
2021-11-17,QLD,487623.9572984387,472017.9018753508
2021-11-18,QLD,497645.5146334746,481718.7264472494
2021-11-19,QLD,503146.4363914106,487043.59514514304
2021-11-22,QLD,491654.3459016286,475919.3007786367
2021-11-23,QLD,487024.840425254,471437.9593084895
2021-11-24,QQQ,488593.1990445584,474759.45586842403
2021-11-26,QQQ,479330.0751066956,455779.5904502549
2021-11-29,QQQ,489732.70171639114,476024.76682179875
2021-11-30,CASH,489732.70171639114,461895.33380133385
2021-12-01,CASH,489732.70171639114,446236.9649430993
2021-12-02,CASH,489732.70171639114,452827.18481787754
2021-12-03,CASH,489732.70171639114,437063.3901399909
2021-12-06,CASH,489732.70171639114,444233.55258163036
2021-12-07,CASH,489732.70171639114,470963.4827847903
2021-12-08,CASH,489732.70171639114,474917.61470965715
2021-12-09,CASH,489732.70171639114,460893.6075088444
2021-12-10,CASH,489732.70171639114,470858.01674162823
2021-12-13,CASH,489732.70171639114,457203.10046837264
2021-12-14,CASH,489732.70171639114,448029.5256652642
2021-12-15,CASH,489732.70171639114,468063.76995048387
2021-12-16,CASH,489732.70171639114,444128.0865384683
2021-12-17,CASH,489732.70171639114,439594.0120467401
2021-12-20,CASH,489732.70171639114,430736.7549260978
2021-12-21,CASH,489732.70171639114,450032.9380267331
2021-12-22,CASH,489732.70171639114,461104.49937165854
2021-12-23,CASH,489732.70171639114,468169.2359936459
2021-12-27,CASH,489732.70171639114,483194.92926343816
2021-12-28,CASH,489732.70171639114,479240.7973385712
2021-12-29,CASH,489732.70171639114,478819.01361294306
2021-12-30,CASH,489732.70171639114,475497.55727651843
2021-12-31,CASH,489732.70171639114,469329.08090385847
2022-01-03,CASH,489732.70171639114,479082.6384973381
2022-01-04,CASH,489732.70171639114,466534.83411271416
2022-01-05,CASH,489732.70171639114,437537.8666636902
2022-01-06,CASH,489732.70171639114,437221.54898122395
2022-01-07,CASH,489732.70171639114,427573.45743090636
2022-01-10,CASH,489732.70171639114,428575.1837233958
2022-01-11,CASH,489732.70171639114,441175.6809060908
2022-01-12,CASH,489732.70171639114,444655.2960837486
2022-01-13,CASH,489732.70171639114,422143.1226898507
