,QLD,Macro_State,Holdings,Strategy_Equity,QLD_Equity
8/22/2019,11.88158703,Invest,QLD,153037.4987,127051.8179
8/23/2019,11.13327599,Invest,QLD,143399.0852,119050.0015
8/26/2019,11.45803833,Invest,QLD,147582.0967,122522.7401
8/27/2019,11.41852188,Invest,QLD,147073.116,122100.184
8/28/2019,11.4852047,Invest,QLD,147932.0057,122813.2347
8/29/2019,11.8371315,Invest,QLD,152464.9016,126576.4474
8/30/2019,11.78403473,Invest,QLD,151781.0033,126008.6747
9/3/2019,11.55064869,Invest,QLD,148774.9389,123513.0383
9/4/2019,11.88405418,Invest,QLD,153069.2762,127078.1995
9/5/2019,12.32118511,Invest,QLD,158699.6204,131752.5144
9/6/2019,12.29278755,Invest,QLD,158333.8534,131448.8545
9/9/2019,12.23474884,Invest,QLD,157586.3019,130828.2368
9/10/2019,12.17671204,Invest,QLD,156838.7749,130207.6395
9/11/2019,12.39527512,Invest,QLD,159653.9163,132544.7714
9/12/2019,12.48788929,Invest,QLD,160846.8075,133535.1104
9/13/2019,12.4063921,Invest,QLD,159797.1054,132663.6472
9/16/2019,12.28167152,Invest,QLD,158190.6765,131329.989
9/17/2019,12.39898014,Invest,QLD,159701.6377,132584.3899
9/18/2019,12.39774895,Invest,QLD,159685.7797,132571.2245
9/19/2019,12.43355751,Invest,QLD,160147.002,132954.1315
9/20/2019,12.17053795,Invest,QLD,156759.2512,130141.6189
9/23/2019,12.17794609,Invest,QLD,156854.6697,130220.8354
9/24/2019,11.84701061,Invest,QLD,152592.1467,126682.0864
9/25/2019,12.11496925,Invest,QLD,156043.5139,129547.4134
9/26/2019,12.02606106,Invest,QLD,154898.3566,128596.7031
9/27/2019,11.73834324,Invest,QLD,151192.4867,125520.0878
9/30/2019,11.94456196,Invest,QLD,153848.6299,127725.2195
10/1/2019,11.74822426,Invest,QLD,151319.7564,125625.7473
10/2/2019,11.34443378,Invest,QLD,146118.8447,121307.9474
10/3/2019,11.59757328,Invest,QLD,149379.3381,124014.8109
10/4/2019,11.93962193,Invest,QLD,153785.0012,127672.3949
10/7/2019,11.85935783,Invest,QLD,152751.1817,126814.1173
10/8/2019,11.49137688,Invest,QLD,148011.5047,122879.2348
10/9/2019,11.73711014,Invest,QLD,151176.6041,125506.9021
10/10/2019,11.90010738,Invest,QLD,153276.045,127249.8591
10/11/2019,12.20140743,Invest,QLD,157156.857,130471.7115
10/14/2019,12.21252251,Invest,QLD,157300.0218,130590.5669
10/15/2019,12.51382065,Invest,QLD,161180.8092,133812.3988
10/16/2019,12.45084476,Invest,QLD,160369.6656,133138.987
10/17/2019,12.51999474,Invest,QLD,161260.3329,133878.4194
10/18/2019,12.27796745,Invest,QLD,158142.9672,131290.3807
10/21/2019,12.49406338,Invest,QLD,160926.3311,133601.131
10/22/2019,12.29401875,Invest,QLD,158349.7116,131462.02
10/23/2019,12.33971119,Invest,QLD,158938.2404,131950.617
10/24/2019,12.57309437,Invest,QLD,161944.268,134446.2227
10/25/2019,12.76696301,Invest,QLD,164441.3394,136519.2929
10/28/2019,13.02504539,Invest,QLD,167765.4982,139279.0114
10/29/2019,12.82993984,Invest,QLD,165252.4951,137192.7147
10/30/2019,12.93243217,Invest,QLD,166572.6192,138288.6826
10/31/2019,12.95218754,Invest,QLD,166827.0728,138499.9301
11/1/2019,13.19421673,Invest,QLD,169944.4629,141087.9891
11/4/2019,13.3460989,Invest,QLD,171900.7392,142712.0908
11/5/2019,13.35104084,Invest,QLD,171964.3925,142764.9358
11/6/2019,13.30288124,Invest,QLD,171344.0861,142249.9571
11/7/2019,13.39179039,Invest,QLD,172489.2558,143200.6776
11/8/2019,13.49798393,Invest,QLD,173857.0524,144336.2231
11/11/2019,13.4597044,Invest,QLD,173364.0035,143926.8936
11/12/2019,13.53009319,Invest,QLD,174270.6268,144679.5728
11/13/2019,13.51156998,Invest,QLD,174032.0438,144481.501
11/14/2019,13.51897907,Invest,QLD,174127.4745,144560.7277
11/15/2019,13.6869154,Invest,QLD,176290.532,146356.4992
11/18/2019,13.74124718,Invest,QLD,176990.3375,146937.4781
11/19/2019,13.77211761,Invest,QLD,177387.9555,147267.5809
11/20/2019,13.60541439,Invest,QLD,175240.7807,145484.9952
11/21/2019,13.54367447,Invest,QLD,174445.5568,144824.7998
11/22/2019,13.56342983,Invest,QLD,174700.0102,145036.0472
11/25/2019,13.88201904,Invest,QLD,178803.5105,148442.7754
11/26/2019,13.93388271,Invest,QLD,179471.5262,148997.3624
11/27/2019,14.12651539,Invest,QLD,181952.6782,151057.2162
11/29/2019,13.99315453,Invest,QLD,180234.9605,149631.166
12/2/2019,13.68444633,Invest,QLD,176258.7298,146330.097
12/3/2019,13.48563576,Invest,QLD,173698.0052,144204.182
12/4/2019,13.62270164,Invest,QLD,175463.4444,145669.8506
12/5/2019,13.67456532,Invest,QLD,176131.4602,146224.4377
12/6/2019,13.95981503,Invest,QLD,179805.5403,149274.6611
12/9/2019,13.8425045,Invest,QLD,178294.5544,148020.2398
12/10/2019,13.81904125,Invest,QLD,177992.3425,147769.3433
12/11/2019,13.96722126,Invest,QLD,179900.9342,149353.8572
12/12/2019,14.17591,Invest,QLD,182588.8918,151585.4011
12/13/2019,14.26111317,Invest,QLD,183686.3277,152496.493
12/16/2019,14.53401279,Invest,QLD,187201.3359,155414.6548
12/17/2019,14.55006409,Invest,QLD,187408.0802,155586.294
12/18/2019,14.57105637,Invest,QLD,187678.4655,155810.768
12/19/2019,14.76369286,Invest,QLD,190159.6665,157870.6626
12/20/2019,14.88594055,Invest,QLD,191734.2441,159177.8778
12/23/2019,14.95385456,Invest,QLD,192608.9918,159904.0938
12/24/2019,14.96126938,Invest,QLD,192704.4963,159983.3817
12/26/2019,15.23428059,Invest,QLD,196220.9418,162902.7367
12/27/2019,15.19721794,Invest,QLD,195743.5665,162506.4195
12/30/2019,14.99215031,Invest,QLD,193102.2496,160313.5967
12/31/2019,15.05762386,Invest,QLD,193945.5636,161013.7164
1/2/2020,15.55176258,Invest,QLD,200310.1808,166297.6252
1/3/2020,15.27628231,Invest,QLD,196761.9333,163351.8682
1/6/2020,15.45787621,Invest,QLD,199100.9034,165293.6824
1/7/2020,15.45046329,Invest,QLD,199005.4233,165214.4148
1/8/2020,15.68394566,Invest,QLD,202012.7285,167711.0813
1/9/2020,15.96189976,Invest,QLD,205592.8394,170683.2914
1/10/2020,15.8778944,Invest,QLD,204510.8316,169785.0079
1/13/2020,16.23367691,Invest,QLD,209093.3899,173589.4504
1/14/2020,16.11384392,Invest,QLD,207549.9142,172308.056
1/15/2020,16.11631584,Invest,QLD,207581.7531,172334.4887
1/16/2020,16.42021179,Invest,QLD,211496.0009,175584.0994
1/17/2020,16.58698463,Invest,QLD,213644.0724,177367.4296
1/21/2020,16.57215691,Invest,QLD,213453.088,177208.8742
1/22/2020,16.65616608,Invest,QLD,214535.1449,178107.1985
1/23/2020,16.75499153,Invest,QLD,215808.0388,179163.9557
1/24/2020,16.4683876,Invest,QLD,212116.5161,176099.2515
1/27/2020,15.79018402,Invest,QLD,203381.1023,168847.106
1/28/2020,16.26702499,Invest,QLD,209522.9207,173946.0471
1/29/2020,16.31767845,Invest,QLD,210175.3486,174487.6931
1/30/2020,16.43627167,Invest,QLD,211702.8558,175755.8304
1/31/2020,15.9038372,Invest,QLD,204844.9807,170062.4187
2/3/2020,16.37697411,Invest,QLD,210939.0899,175121.7516
2/4/2020,17.13053131,Invest,QLD,220645.0752,183179.6661
2/5/2020,17.26148415,Invest,QLD,222331.7771,184579.9669
2/6/2020,17.54808044,Invest,QLD,226023.2014,187644.5895
2/7/2020,17.38995552,Invest,QLD,223986.5171,185953.733
2/10/2020,17.8210907,Invest,QLD,229539.6346,190563.9343
2/11/2020,17.8210907,Invest,QLD,229539.6346,190563.9343
2/12/2020,18.17069626,Invest,QLD,234042.6324,194302.3256
2/13/2020,18.11016464,Invest,QLD,233262.9716,193655.0508
2/14/2020,18.20652199,Invest,QLD,234504.0759,194685.4162
2/18/2020,18.23740196,Invest,QLD,234901.8168,195015.621
2/19/2020,18.57959557,Invest,QLD,239309.347,198674.7551
2/20/2020,18.21887398,Invest,QLD,234663.1723,194817.4981
2/21/2020,17.5406723,Invest,QLD,225927.7829,187565.373
2/24/2020,16.17808342,Blackout period,CASH,225950.1498,172994.9798
2/25/2020,15.30469513,Blackout period,CASH,225972.5188,163655.6913
2/26/2020,15.43687534,Blackout period,CASH,225994.8901,165069.1166
2/27/2020,13.89145851,Blackout period,CASH,226017.2636,148543.7133
2/28/2020,14.03105354,Blackout period,CASH,226039.6393,150036.4265
3/2/2020,15.35163689,Blackout period,CASH,226062.0172,164157.6474
3/3/2020,14.37200737,Blackout period,CASH,226084.3974,153682.3034
3/4/2020,15.55176258,Blackout period,CASH,226106.7797,166297.6252
3/5/2020,14.6153698,Blackout period,CASH,226129.1643,156284.619
3/6/2020,14.12246609,Blackout period,CASH,226151.5511,151013.9164
3/9/2020,12.17803478,Blackout period,CASH,226173.9401,130221.7838
3/10/2020,13.48379421,Blackout period,CASH,226196.3313,144184.49
3/11/2020,12.30774593,Blackout period,CASH,226218.7247,131608.807
3/12/2020,10.0297699,Blackout period,CASH,226241.1204,107250.0244
3/13/2020,11.94084835,Blackout period,CASH,226263.5183,127685.5092
3/16/2020,9.041493416,Blackout period,CASH,226285.9184,96682.21695
3/17/2020,10.26077557,Blackout period,CASH,226308.3207,109720.2071
3/18/2020,9.618398666,Blackout period,CASH,226330.7252,102851.1623
3/19/2020,9.750581741,Blackout period,CASH,226353.1319,104264.6182
3/20/2020,8.971077919,Blackout period,CASH,226375.5409,95929.25215
3/23/2020,9.016786575,Blackout period,CASH,226397.9521,96418.02253
3/24/2020,10.38925457,Blackout period,CASH,226420.3655,111094.0547
3/25/2020,10.20380878,Blackout period,CASH,226442.7811,109111.0516
3/26/2020,11.30214787,Blackout period,CASH,226465.1989,120855.777
3/27/2020,10.47314262,Blackout period,CASH,226487.619,111991.0838
3/30/2020,11.2749691,Blackout period,CASH,226510.0412,120565.1499
3/31/2020,11.06740761,Blackout period,CASH,226532.4657,118345.6598
4/1/2020,10.14326954,Blackout period,CASH,226554.8925,108463.6952
4/2/2020,10.54603767,Blackout period,CASH,226577.3214,112770.5629
4/3/2020,10.25940704,Blackout period,CASH,226599.7525,109705.5731
4/6/2020,11.71850395,Blackout period,CASH,226622.1859,125307.943
4/7/2020,11.67279148,Blackout period,CASH,226644.6215,124819.1318
4/8/2020,12.18057346,Blackout period,CASH,226667.0593,130248.9303
4/9/2020,12.21146011,Invest,QLD,227241.8259,130579.2065
4/13/2020,12.49191475,Invest,QLD,232460.7779,133578.1553
4/14/2020,13.57172203,Invest,QLD,252554.8023,145124.7171
4/15/2020,13.26161671,Invest,QLD,246784.0838,141808.7085
4/16/2020,13.76445484,Invest,QLD,256141.3477,147185.6416
4/17/2020,13.99178219,Invest,QLD,260371.6594,149616.4913
4/20/2020,13.66808891,Invest,QLD,254348.0839,146155.1844
4/21/2020,12.65129089,Invest,QLD,235426.5924,135282.3913
4/22/2020,13.43334866,Invest,QLD,249979.8263,143645.0672
4/23/2020,13.36910248,Invest,QLD,248784.2756,142958.072
4/24/2020,13.8089323,Invest,QLD,256969.0243,147661.2466
4/27/2020,13.97695923,Invest,QLD,260095.8204,149457.9869
4/28/2020,13.47906017,Invest,QLD,250830.4672,144133.8681
4/29/2020,14.39825726,Invest,QLD,267935.7128,153962.9979
4/30/2020,14.45261765,Invest,QLD,268947.2998,154544.2828
5/1/2020,13.57913303,Invest,QLD,252692.7129,145203.9641
5/4/2020,13.91889191,Invest,QLD,259015.2515,148837.0632
5/5/2020,14.22899437,Invest,QLD,264785.9168,152153.0413
5/6/2020,14.40196228,Invest,QLD,268004.6592,154002.6163
5/7/2020,14.78372574,Invest,QLD,275108.8568,158084.8775
5/8/2020,15.17166519,Invest,QLD,282327.9828,162233.1796
5/11/2020,15.42370224,Invest,QLD,287018.1147,164928.2544
5/12/2020,14.80843353,Invest,QLD,275568.6415,158349.0821
5/13/2020,14.43902588,Invest,QLD,268694.372,154398.9437
5/14/2020,14.75407314,Invest,QLD,274557.0545,157767.7973
5/15/2020,14.94433689,Invest,QLD,278097.6534,159802.3197
5/18/2020,15.51636219,Invest,QLD,288742.4144,165919.0829
5/19/2020,15.41628742,Invest,QLD,286880.1331,164848.9665
5/20/2020,16.04391289,Invest,QLD,298559.552,171560.2717
5/21/2020,15.69056511,Invest,QLD,291984.1389,167781.8642
5/22/2020,15.78816509,Invest,QLD,293800.367,168825.5172
5/26/2020,15.72515678,Invest,QLD,292627.8518,168151.7587
5/27/2020,15.87465191,Invest,QLD,295409.7915,169750.3354
5/28/2020,15.8128767,Invest,QLD,294260.2229,169089.7627
5/29/2020,16.24282455,Invest,QLD,302261.0789,173687.2677
6/1/2020,16.41579056,Invest,QLD,305479.7859,175536.8224
6/2/2020,16.61964417,Invest,QLD,309273.2771,177716.6635
6/3/2020,16.76543427,Invest,QLD,311986.2703,179275.6217
6/4/2020,16.5257473,Invest,QLD,307525.9598,176712.6084
6/5/2020,17.17313957,Invest,QLD,319573.217,183635.2834
6/8/2020,17.45606422,Invest,QLD,324838.1332,186660.6445
6/9/2020,17.69450951,Invest,QLD,329275.3375,189210.3803
6/10/2020,18.13433838,Invest,QLD,337460.0685,193913.5447
6/11/2020,16.34166527,Invest,QLD,304100.3959,174744.1882
6/12/2020,16.57022667,Invest,QLD,308353.6719,177188.2339
6/15/2020,16.98410988,Invest,QLD,316055.5827,181613.957
6/16/2020,17.59443855,Invest,QLD,327413.1271,188140.3046
6/17/2020,17.6796875,Invest,QLD,328999.5162,189051.886
6/18/2020,17.78964043,Invest,QLD,331045.6192,190227.6313
6/19/2020,17.76740265,Invest,QLD,330631.7986,189989.8389
6/22/2020,18.20846939,Invest,QLD,338839.5649,194706.2401
6/23/2020,18.498806,Invest,QLD,344242.4095,197810.8585
6/24/2020,17.75752068,Invest,QLD,330447.906,189884.1693
6/25/2020,18.09851074,Invest,QLD,336793.3555,193530.4337
6/26/2020,17.21390915,Invest,QLD,320331.894,184071.2394
6/29/2020,17.57714081,Invest,QLD,327091.2352,187955.3369
6/30/2020,18.24676895,Invest,QLD,339552.2776,195115.7838
7/1/2020,18.71130943,Invest,QLD,348196.8644,200083.1936
7/2/2020,18.96457863,Invest,QLD,352909.9253,202791.444
7/6/2020,19.90230751,Invest,QLD,370360.0271,212818.7374
7/7/2020,19.62061882,Invest,QLD,365118.1108,209806.5926
7/8/2020,20.12963486,Invest,QLD,374590.3388,215249.5871
7/9/2020,20.46444893,Invest,QLD,380820.86,218829.8105
7/10/2020,20.76961327,Invest,QLD,386499.6323,222092.9844
7/13/2020,19.90477943,Invest,QLD,370406.0269,212845.17
7/14/2020,20.19511795,Invest,QLD,375808.907,215949.8089
7/15/2020,20.23959541,Invest,QLD,376636.5836,216425.4139
7/16/2020,19.95666885,Invest,QLD,371371.6318,213400.0323
7/17/2020,20.02091599,Invest,QLD,372567.2003,214087.0379
7/20/2020,21.17114639,Invest,QLD,393971.7215,226386.6459
7/21/2020,20.72513771,Invest,QLD,385671.9911,221617.3997
7/22/2020,20.87092209,Invest,QLD,388384.8779,223176.2967
7/23/2020,19.77011108,Invest,QLD,367899.9972,211405.1386
7/24/2020,19.38958931,Invest,QLD,360818.906,207336.155
7/27/2020,20.08886528,Invest,QLD,373831.6618,214813.6311
7/28/2020,19.58973122,Invest,QLD,364543.3266,209476.3063
7/29/2020,20.04314995,Invest,QLD,372980.9499,214324.7894
7/30/2020,20.24453354,Invest,QLD,376728.4767,216478.2181
7/31/2020,20.96358299,Invest,QLD,390109.1952,224167.1354
8/3/2020,21.51831436,Invest,QLD,400432.1351,230098.9717
8/4/2020,21.68510437,Invest,QLD,403535.9136,231882.4854
8/5/2020,21.798769,Invest,QLD,405651.0872,233097.9205
8/6/2020,22.35349083,Invest,QLD,415973.8496,239029.6548
8/7/2020,21.85065842,Invest,QLD,406616.6921,233652.7829
8/10/2020,21.65545273,Invest,QLD,402984.1292,231565.4154
8/11/2020,20.84744835,Invest,QLD,387948.0574,222925.2881
8/12/2020,21.89636612,Invest,QLD,407467.2621,234141.543
8/13/2020,21.98285294,Invest,QLD,409076.6866,235066.3612
8/14/2020,21.94207954,Invest,QLD,408317.9385,234630.3644
8/17/2020,22.4288578,Invest,QLD,417376.3459,239835.5665
8/18/2020,22.86622238,Invest,QLD,425515.2191,244512.3799
8/19/2020,22.56723404,Invest,QLD,419951.3754,241315.2471
8/20/2020,23.19238472,Invest,QLD,431584.7411,248000.0889
8/21/2020,23.50125313,Invest,QLD,437332.4421,251302.871
8/24/2020,23.8051796,Invest,QLD,442988.1791,254552.8081
8/25/2020,24.17582321,Invest,QLD,449885.4485,258516.1629
8/26/2020,25.20127106,Invest,QLD,468967.9038,269481.45
8/27/2020,25.0332489,Invest,QLD,465841.1964,267684.7607
8/28/2020,25.29516602,Invest,QLD,470715.1856,270485.4847
8/31/2020,25.73746872,Invest,QLD,478945.9518,275215.1022
9/1/2020,26.58748245,Invest,QLD,494763.7713,284304.4427
9/2/2020,27.08414078,Invest,QLD,504006.036,289615.2941
9/3/2020,24.30678749,Invest,QLD,452322.5495,259916.5861
9/4/2020,23.66186714,Invest,QLD,440321.292,253020.3438
9/8/2020,21.40588188,Invest,QLD,398339.8905,228896.7122
9/9/2020,22.65371704,Invest,QLD,421560.7288,242240.0244
9/10/2020,21.72463799,Invest,QLD,404271.5907,232305.2251
9/11/2020,21.45035934,Invest,QLD,399167.567,229372.3172
9/14/2020,22.19659042,Invest,QLD,413054.1057,237351.8922
9/15/2020,22.82915688,Invest,QLD,424825.471,244116.0323
9/16/2020,22.07551193,Invest,QLD,410800.9684,236057.1794
9/17/2020,21.41823959,Invest,QLD,398569.8539,229028.8553
9/18/2020,20.85238838,Invest,QLD,388039.9859,222978.1126
9/21/2020,21.03277016,Invest,QLD,391396.6922,224906.9655
9/22/2020,21.78640938,Invest,QLD,405421.0882,232965.757
9/23/2020,20.44715309,Invest,QLD,380499.0034,218644.8632
9/24/2020,20.65224075,Invest,QLD,384315.4589,220837.9002
9/25/2020,21.63073921,Invest,QLD,402524.2378,231301.1496
9/28/2020,22.49804688,Invest,QLD,418663.8785,240575.4171
9/29/2020,22.29543114,Invest,QLD,414893.4227,238408.8127
9/30/2020,22.64630508,Invest,QLD,421422.8003,242160.7671
10/1/2020,23.33322716,Invest,QLD,434205.6638,249506.1409
10/2/2020,22.01867867,Invest,QLD,409743.364,235449.4518
10/5/2020,22.97246933,Invest,QLD,427492.3579,245648.4965
10/6/2020,22.11998749,Invest,QLD,411628.6096,236532.7641
10/7/2020,22.93046761,Invest,QLD,426710.7521,245199.365
10/8/2020,23.13802719,Invest,QLD,430573.2073,247418.8347
10/9/2020,23.83977509,Invest,QLD,443631.963,254922.7435
10/12/2020,25.3050518,Invest,QLD,470899.1491,270591.195
10/13/2020,25.28775215,Invest,QLD,470577.2217,270406.2069
10/14/2020,24.88498878,Invest,QLD,463082.2389,266099.3902
10/15/2020,24.53411484,Invest,QLD,456552.8612,262347.4358
10/16/2020,24.27713585,Invest,QLD,451770.7652,259599.5161
10/19/2020,23.45924759,Invest,QLD,436550.7653,250853.6987
10/20/2020,23.60503197,Invest,QLD,439263.6521,252412.5957
10/21/2020,23.54573059,Invest,QLD,438160.1187,251778.476
10/22/2020,23.55314636,Invest,QLD,438298.118,251857.7741
10/23/2020,23.65939331,Invest,QLD,440275.2567,252993.8907
10/26/2020,22.91069603,Invest,QLD,426342.8248,244987.9442
10/27/2020,23.26404572,Invest,QLD,432918.2734,248766.3721
10/28/2020,21.46271706,Invest,QLD,399397.5306,229504.4604
10/29/2020,22.17681885,Invest,QLD,412686.1786,237140.4715
10/30/2020,21.12666893,Invest,QLD,393144.045,225911.0409
11/2/2020,21.18597031,Invest,QLD,394247.5783,226545.1606
11/3/2020,21.89513016,Invest,QLD,407444.2622,234128.3267
11/4/2020,23.854599,Invest,QLD,443907.8197,255081.2581
11/5/2020,25.10984802,Invest,QLD,467266.6217,268503.848
11/6/2020,25.15185356,Invest,QLD,468048.2985,268953.0203
11/9/2020,24.08686829,Invest,QLD,448230.0954,257564.9529
11/10/2020,23.26156998,Invest,QLD,432872.2026,248739.8986
11/11/2020,24.29195786,Invest,QLD,452046.5865,259758.0103
11/12/2020,24.06216049,Invest,QLD,447770.3104,257300.7482
11/13/2020,24.50446129,Invest,QLD,456001.0413,262030.3454
11/16/2020,24.83062744,Invest,QLD,462070.6342,265518.0952
11/17/2020,24.67001534,Invest,QLD,459081.8199,263800.6428
11/18/2020,24.3216095,Invest,QLD,452598.3708,260075.0803
11/19/2020,24.68978119,Invest,QLD,459449.6406,264012.0024
11/20/2020,24.37349892,Invest,QLD,453563.9758,260629.9427
11/23/2020,24.37103081,Invest,QLD,453518.047,260603.5507
11/24/2020,25.06783676,Invest,QLD,466484.8384,268054.6145
11/25/2020,25.38165092,Invest,QLD,472324.5744,271410.2824
11/27/2020,25.83136177,Invest,QLD,480693.1981,276219.1165
11/30/2020,25.89808083,Invest,QLD,481934.7663,276932.5546
12/1/2020,26.63689804,Invest,QLD,495683.341,284832.8519
12/2/2020,26.65666771,Invest,QLD,496051.2328,285044.2523
12/3/2020,26.7184391,Invest,QLD,497200.7304,285704.7843
12/4/2020,26.97047615,Invest,QLD,501890.8624,288399.859
12/7/2020,27.25463867,Invest,QLD,507178.8139,291438.4569
12/8/2020,27.42266083,Invest,QLD,510305.5213,293235.1462
12/9/2020,26.21930504,Invest,QLD,487912.3952,280367.4594
12/10/2020,26.38980293,Invest,QLD,491085.1731,282190.6222
12/11/2020,26.29343987,Invest,QLD,489291.9627,281160.1957
12/14/2020,26.63689804,Invest,QLD,495683.341,284832.8519
12/15/2020,27.22992516,Invest,QLD,506718.9227,291174.1911
12/16/2020,27.53138351,Invest,QLD,512328.7307,294397.7362
12/17/2020,27.88967323,Invest,QLD,518996.1078,298228.9887
12/18/2020,27.69693756,Invest,QLD,515409.5092,296168.0336
12/21/2020,27.62527847,Invest,QLD,514076.0125,295401.7709
12/22/2020,27.75871086,Invest,QLD,516559.0423,296828.586
12/23/2020,27.4819622,Invest,QLD,511409.0545,293869.2658
12/24/2020,27.72164536,Invest,QLD,515869.2942,296432.2383
12/28/2020,28.28502274,Invest,QLD,526353.1269,302456.5278
12/29/2020,28.33691216,Invest,QLD,527318.7318,303011.3902
12/30/2020,28.31220245,Invest,QLD,526858.9113,302747.1651
12/31/2020,28.44316483,Invest,QLD,529295.977,304147.5679
1/4/2021,27.64257431,Invest,QLD,514397.869,295586.7182
1/5/2021,28.09229088,Invest,QLD,522766.5992,300395.6135
1/6/2021,27.33864975,Invest,QLD,508742.1676,292336.8015
1/7/2021,28.67296219,Invest,QLD,533572.2528,306604.8299
1/8/2021,29.39448357,Invest,QLD,546998.9712,314320.18
1/11/2021,28.51976776,Invest,QLD,530721.4732,304966.696
1/12/2021,28.45057678,Invest,QLD,529433.9052,304226.8252
1/13/2021,28.81875038,Invest,QLD,536285.2105,308163.7677
1/14/2021,28.50246811,Invest,QLD,530399.5458,304781.7079
1/15/2021,28.0601635,Invest,QLD,522168.744,300052.07
1/19/2021,28.89040565,Invest,QLD,537618.6362,308929.9896
1/20/2021,30.2123661,Invest,QLD,562218.8645,323065.9361
1/21/2021,30.72138786,Invest,QLD,571691.1989,328508.9918
1/22/2021,30.52865219,Invest,QLD,568104.6003,326448.0367
1/25/2021,31.06978798,Invest,QLD,578174.5415,332234.4931
1/26/2021,31.11426926,Invest,QLD,579002.2892,332710.139
1/27/2021,29.43895912,Invest,QLD,547826.6122,314795.7645
1/28/2021,29.73300171,Invest,QLD,553298.421,317940.0117
1/29/2021,28.50740623,Invest,QLD,530491.4387,304834.5121
2/1/2021,29.90843964,Invest,QLD,556563.1277,319815.9991
2/2/2021,30.88941193,Invest,QLD,574817.9418,330305.7015
2/3/2021,30.62254333,Invest,QLD,569851.8111,327452.0305
2/4/2021,31.35395241,Invest,QLD,583462.5286,335273.1114
2/5/2021,31.57386589,Invest,QLD,587554.8763,337624.6834
2/8/2021,31.9692173,Invest,QLD,594911.9307,341852.2428
2/9/2021,31.95933151,Invest,QLD,594727.9671,341746.5324
2/10/2021,31.80366325,Invest,QLD,591831.1522,340081.9454
2/11/2021,32.15701294,Invest,QLD,598406.6008,343860.3733
2/12/2021,32.51283264,Invest,QLD,605028.0136,347665.2135
2/16/2021,32.34480286,Invest,QLD,601901.1644,345868.4427
2/17/2021,32.03098679,Invest,QLD,596061.3929,342512.7544
2/18/2021,31.73941803,Invest,QLD,590635.6194,339394.9604
2/19/2021,31.47255516,Invest,QLD,585669.5952,336541.3506
2/22/2021,29.84172249,Invest,QLD,555321.595,319102.5813
2/23/2021,29.6564045,Invest,QLD,551873.0313,317120.9447
2/24/2021,30.14071274,Invest,QLD,560885.4744,322299.7346
2/25/2021,28.00580406,Invest,QLD,521157.1747,299470.7953
2/26/2021,28.30232048,Invest,QLD,526675.0188,302641.4955
3/1/2021,29.97515678,Invest,QLD,557804.6602,320529.4167
3/2/2021,29.0040741,Invest,QLD,539733.8809,310145.4655
3/3/2021,27.33370209,Invest,QLD,508650.0971,292283.8954
3/4/2021,26.41698265,Invest,QLD,491590.9578,282481.2595
3/5/2021,27.22745705,Invest,QLD,506672.9939,291147.7992
3/8/2021,25.67816734,Invest,QLD,477842.4184,274580.9825
3/9/2021,27.70928955,Invest,QLD,515639.3662,296300.1156
3/10/2021,27.54373932,Invest,QLD,512558.6587,294529.859
3/11/2021,28.82121849,Invest,QLD,536331.1393,308190.1596
3/12/2021,28.33938408,Invest,QLD,527364.7315,303037.8228
3/15/2021,28.95218468,Invest,QLD,538768.2759,309590.6032
3/16/2021,29.26846504,Invest,QLD,544653.9051,312972.6425
3/17/2021,29.50073242,Invest,QLD,548976.1453,315456.3169
3/18/2021,27.68211365,Invest,QLD,515133.6526,296009.5191
3/19/2021,27.93167686,Invest,QLD,519777.7491,298678.1406
3/22/2021,28.93488503,Invest,QLD,538446.3485,309405.6151
3/23/2021,28.63589859,Invest,QLD,532882.5401,306208.5026
3/24/2021,27.68705368,Invest,QLD,515225.5811,296062.3436
3/25/2021,27.60798454,Invest,QLD,513754.1915,295216.844
3/26/2021,28.43080711,Invest,QLD,529066.0135,304015.4247
3/29/2021,28.40609741,Invest,QLD,528606.1932,303751.1997
3/30/2021,28.12935638,Invest,QLD,523456.3473,300791.9611
3/31/2021,28.95712471,Invest,QLD,538860.2044,309643.4278
4/1/2021,29.97268677,Invest,QLD,557758.6961,320503.0045
4/5/2021,31.17357063,Invest,QLD,580105.8223,333344.2585
4/6/2021,31.10685349,Invest,QLD,578864.2898,332630.8409
4/7/2021,31.26005173,Invest,QLD,581715.1404,334269.0156
4/8/2021,31.91732216,Invest,QLD,593946.2193,341297.3193
4/9/2021,32.30773544,Invest,QLD,601211.3806,345472.0745
4/12/2021,32.21384048,Invest,QLD,599464.0988,344468.0398
4/13/2021,32.9650116,Invest,QLD,613442.5661,352500.4396
4/14/2021,32.17183304,Invest,QLD,598682.3866,344018.8472
4/15/2021,33.13797379,Invest,QLD,616661.202,354349.9535
4/16/2021,33.22693253,Invest,QLD,618316.6262,355301.2043
4/19/2021,32.61414337,Invest,QLD,606913.2947,348748.5463
4/20/2021,32.11746597,Invest,QLD,597670.6752,343437.4909
4/21/2021,32.68579102,Invest,QLD,608246.5786,349514.6867
4/22/2021,31.90003204,Invest,QLD,593624.4692,341112.4332
4/23/2021,32.70061493,Invest,QLD,608522.4353,349673.2013
4/26/2021,33.12315369,Invest,QLD,616385.4163,354191.4797
4/27/2021,32.8192215,Invest,QLD,610729.5729,350941.4814
