,QLD,Macro_State,Holdings,Strategy_Equity,QLD_Equity
4/28/2021,32.55977631,Invest,QLD,605901.5836,348167.1901
4/29/2021,32.83158112,Invest,QLD,610959.5718,351073.6449
4/30/2021,32.3868103,Invest,QLD,602682.8766,346317.6354
5/3/2021,32.05570221,Invest,QLD,596521.3197,342777.0406
5/4/2021,30.89682198,Invest,QLD,574955.8347,330384.9385
5/5/2021,30.67443657,Invest,QLD,570817.4871,328006.9337
5/6/2021,31.15380096,Invest,QLD,579737.9306,333132.8581
5/7/2021,31.64304733,Invest,QLD,588842.2668,338364.4522
5/10/2021,30.03446007,Invest,QLD,558908.2292,321163.5568
5/11/2021,29.97763062,Invest,QLD,557850.6957,320555.8699
5/12/2021,28.42586899,Invest,QLD,528974.1205,303962.6206
5/13/2021,28.86569786,Invest,QLD,537158.8514,308665.785
5/14/2021,30.1258812,Invest,QLD,560609.4757,322141.1384
5/17/2021,29.76265335,Invest,QLD,553850.2054,318257.0816
5/18/2021,29.35247612,Invest,QLD,546217.2588,313870.9872
5/19/2021,29.42166138,Invest,QLD,547504.7203,314610.7969
5/20/2021,30.56077194,Invest,QLD,568702.3135,326791.4986
5/21/2021,30.21483994,Invest,QLD,562264.8999,323092.3893
5/24/2021,31.24028587,Invest,QLD,581347.3195,334057.6559
5/25/2021,31.32182884,Invest,QLD,582864.7444,334929.6086
5/26/2021,31.52939224,Invest,QLD,586727.2707,337149.1191
5/27/2021,31.30206299,Invest,QLD,582496.9237,334718.2491
5/28/2021,31.47502708,Invest,QLD,585715.5949,336567.7833
6/1/2021,31.28229141,Invest,QLD,582128.9963,334506.8282
6/2/2021,31.40089798,Invest,QLD,584336.134,335775.1083
6/3/2021,30.72385025,Invest,QLD,571737.0213,328535.3225
6/4/2021,31.80613899,Invest,QLD,591877.223,340108.4189
6/7/2021,31.9692173,Invest,QLD,594911.9307,341852.2428
6/8/2021,31.99392891,Invest,QLD,595371.7866,342116.4883
6/9/2021,32.02359009,Invest,QLD,595923.7485,342433.6603
6/10/2021,32.69568634,Invest,QLD,608430.7196,349620.499
6/11/2021,32.85381699,Invest,QLD,611373.3569,351311.4168
6/14/2021,33.48143768,Invest,QLD,623052.6868,358022.6709
6/15/2021,33.0366745,Invest,QLD,614776.1338,353266.7431
6/16/2021,32.79945755,Invest,QLD,610361.7876,350730.1421
6/17/2021,33.62969971,Invest,QLD,625811.6799,359608.0618
6/18/2021,33.10585022,Invest,QLD,616063.4178,354006.4507
6/21/2021,33.50615311,Invest,QLD,623512.6138,358286.9572
6/22/2021,34.1337738,Invest,QLD,635191.9437,364998.2113
6/23/2021,34.1584816,Invest,QLD,635651.7286,365262.4159
6/24/2021,34.58348846,Invest,QLD,643560.6383,369807.0861
6/25/2021,34.50935745,Invest,QLD,642181.1418,369014.3907
6/28/2021,35.33959961,Invest,QLD,657631.0342,377892.3104
6/29/2021,35.59163666,Invest,QLD,662321.1662,380587.3852
6/30/2021,35.48786163,Invest,QLD,660390.0271,379477.7012
7/1/2021,35.51256943,Invest,QLD,660849.8121,379741.9059
7/2/2021,36.31315994,Invest,QLD,675747.9199,388302.7555
7/6/2021,36.61955643,Invest,QLD,681449.6212,391579.105
7/7/2021,36.7480545,Invest,QLD,683840.8288,392953.1566
7/8/2021,36.35268784,Invest,QLD,676483.4906,388725.4341
7/9/2021,36.79252243,Invest,QLD,684668.328,393428.6596
7/12/2021,37.07421494,Invest,QLD,689910.3154,396440.8453
7/13/2021,37.05938721,Invest,QLD,689634.3877,396282.2898
7/14/2021,37.18788147,Invest,QLD,692025.5244,397656.3007
7/15/2021,36.6640358,Invest,QLD,682277.3333,392054.7304
7/16/2021,36.07595062,Invest,QLD,671333.7157,385766.2362
7/19/2021,35.48291397,Invest,QLD,660297.9566,379424.7951
7/20/2021,36.30820847,Invest,QLD,675655.7785,388249.8086
7/21/2021,36.84194565,Invest,QLD,685588.0397,393957.1505
7/22/2021,37.35589218,Invest,QLD,695152.0187,399452.8676
7/23/2021,38.20589828,Invest,QLD,710969.6962,408542.1264
7/26/2021,38.28992081,Invest,QLD,712533.263,409440.5936
7/27/2021,37.44979858,Invest,QLD,696899.5134,400457.0246
7/28/2021,37.71665955,Invest,QLD,701865.5022,403310.614
7/29/2021,37.86491776,Invest,QLD,704624.4242,404895.9641
7/30/2021,37.45968246,Invest,QLD,697083.4415,400562.7146
8/2/2021,37.45473862,Invest,QLD,696991.4421,400509.8493
8/3/2021,37.90939331,Invest,QLD,705452.0652,405371.5487
8/4/2021,38.0329361,Invest,QLD,707751.0605,406692.6126
8/5/2021,38.51231003,Invest,QLD,716671.6815,411818.6391
8/6/2021,38.16143417,Invest,QLD,710142.2681,408066.6642
8/9/2021,38.29980087,Invest,QLD,712717.12,409546.2427
8/10/2021,37.91434097,Invest,QLD,705544.1357,405424.4549
8/11/2021,37.79078293,Invest,QLD,703244.8566,404103.2279
8/12/2021,38.05765152,Invest,QLD,708210.9872,406956.8988
8/13/2021,38.30474854,Invest,QLD,712809.1907,409599.149
8/16/2021,38.33440018,Invest,QLD,713360.9751,409916.219
8/17/2021,37.66230011,Invest,QLD,700853.9328,402729.3394
8/18/2021,36.93089294,Invest,QLD,687243.2508,394908.2789
8/19/2021,37.29659653,Invest,QLD,694048.5919,398818.8092
8/20/2021,38.07247925,Invest,QLD,708486.915,407115.4542
8/23/2021,39.19923019,Invest,QLD,729454.5092,419163.9924
8/24/2021,39.44138336,Invest,QLD,733960.7131,421753.3772
8/25/2021,39.48585892,Invest,QLD,734788.3543,422228.9619
8/26/2021,39.02626038,Invest,QLD,726235.7315,417314.397
8/27/2021,39.79225922,Invest,QLD,740490.1265,425505.352
8/30/2021,40.6867485,Invest,QLD,757135.587,435070.2771
8/31/2021,40.60273361,Invest,QLD,755572.1624,434171.8917
9/1/2021,40.74604416,Invest,QLD,758239.0139,435704.3356
9/2/2021,40.69663239,Invest,QLD,757319.5153,435175.9672
9/3/2021,40.95360565,Invest,QLD,762101.5047,437923.8257
9/7/2021,41.0524559,Invest,QLD,763940.999,438980.8481
9/8/2021,40.78558731,Invest,QLD,758974.8684,436127.1772
9/9/2021,40.46435928,Invest,QLD,752997.1685,432692.2316
9/10/2021,39.8614502,Invest,QLD,741777.6944,426245.2229
9/13/2021,39.80708313,Invest,QLD,740765.9831,425663.8666
9/14/2021,39.57482147,Invest,QLD,736443.8494,423180.2534
9/15/2021,40.1579628,Invest,QLD,747295.4674,429415.8822
9/16/2021,40.23209381,Invest,QLD,748674.9638,430208.5776
9/17/2021,39.27830505,Invest,QLD,730926.0053,420009.5533
9/20/2021,37.64253616,Invest,QLD,700486.1475,402518.0001
9/21/2021,37.71665955,Invest,QLD,701865.5022,403310.614
9/22/2021,38.43817902,Invest,QLD,715292.185,411025.9437
9/23/2021,39.13992691,Invest,QLD,728350.9405,418529.8524
9/24/2021,39.20417023,Invest,QLD,729546.4379,419216.8171
9/27/2021,38.59631729,Invest,QLD,718234.9641,412716.9429
9/28/2021,36.39222717,Invest,QLD,677219.274,389148.2348
9/29/2021,36.30327606,Invest,QLD,675563.9918,388197.0655
9/30/2021,35.96227646,Invest,QLD,669218.3647,384550.6992
10/1/2021,36.44658661,Invest,QLD,678230.8433,389729.5095
10/4/2021,34.93436432,Invest,QLD,650090.0517,373559.061
10/5/2021,35.8683815,Invest,QLD,667471.0829,383546.6645
10/6/2021,36.31809616,Invest,QLD,675839.7775,388355.5394
10/7/2021,36.9852562,Invest,QLD,688254.8912,395489.5944
10/8/2021,36.60967255,Invest,QLD,681265.6931,391473.415
10/11/2021,36.05123138,Invest,QLD,670873.7178,385501.9092
10/12/2021,35.80907822,Invest,QLD,666367.5142,382912.5245
10/13/2021,36.3724556,Invest,QLD,676851.3468,388936.8141
10/14/2021,37.70678329,Invest,QLD,701681.7158,403205.0055
10/15/2021,38.18120193,Invest,QLD,710510.1243,408278.0442
10/18/2021,38.95214844,Invest,QLD,724856.5899,416521.9055
10/19/2021,39.52045441,Invest,QLD,735432.1382,422598.8973
10/20/2021,39.42655563,Invest,QLD,733684.7853,421594.8218
10/21/2021,39.91087341,Invest,QLD,742697.4059,426773.7136
10/22/2021,39.22887802,Invest,QLD,730006.2227,419481.0217
10/25/2021,40.02947617,Invest,QLD,744904.4727,428041.953
10/26/2021,40.25185776,Invest,QLD,749042.7492,430419.9169
10/27/2021,40.45942688,Invest,QLD,752905.3819,432639.4886
10/28/2021,41.37367249,Invest,QLD,769918.486,442415.6714
10/29/2021,41.77891159,Invest,QLD,777459.5394,446748.9615
11/1/2021,42.0606041,Invest,QLD,782701.5269,449761.1472
11/2/2021,42.41641998,Invest,QLD,789322.8686,453565.9465
11/3/2021,43.31090546,Invest,QLD,805968.2584,463130.8309
11/4/2021,44.40800476,Invest,QLD,826384.0683,474862.2991
11/5/2021,44.49696732,Invest,QLD,828039.5636,475813.5908
11/8/2021,44.37835312,Invest,QLD,825832.2839,474545.2291
11/9/2021,43.75073624,Invest,QLD,814153.0249,467834.0157
11/10/2021,42.47571945,Invest,QLD,790426.3664,454200.0457
11/11/2021,42.71293259,Invest,QLD,794840.6417,456736.6059
11/12/2021,43.60741043,Invest,QLD,811485.8894,466301.4086
11/15/2021,43.59258652,Invest,QLD,811210.0327,466142.8941
11/16/2021,44.20538712,Invest,QLD,822613.5771,472695.6744
11/17/2021,44.24492264,Invest,QLD,823349.2896,473118.4344
11/18/2021,45.15423584,Invest,QLD,840270.607,482841.8741
11/19/2021,45.65336227,Invest,QLD,849558.8002,488179.1174
11/22/2021,44.61061478,Invest,QLD,830154.4176,477028.8423
11/23/2021,44.1905632,Invest,QLD,822337.7203,472537.1597
11/24/2021,44.50190735,Invest,QLD,828131.4921,475866.4154
11/26/2021,42.72281265,Invest,QLD,795024.4988,456842.2551
11/29/2021,44.62051392,Blackout period,CASH,795103.2062,477134.6954
11/30/2021,43.29607391,Blackout period,CASH,795181.9214,462972.2346
12/1/2021,41.82832336,Blackout period,CASH,795260.6444,447277.33
12/2/2021,42.44606781,Blackout period,CASH,795339.3752,453882.9757
12/3/2021,40.96843719,Blackout period,CASH,795418.1138,438082.4218
12/6/2021,41.64054108,Blackout period,CASH,795496.8602,445269.3423
12/7/2021,44.14608383,Blackout period,CASH,795575.6144,472061.5343
12/8/2021,44.51672745,Blackout period,CASH,795654.3764,476024.8892
12/9/2021,43.20217514,Blackout period,CASH,795733.1462,461968.1592
12/10/2021,44.13619995,Blackout period,CASH,795811.9238,471955.8443
12/13/2021,42.85625076,Blackout period,CASH,795890.7091,458269.1313
12/14/2021,41.99635696,Blackout period,CASH,795969.5023,449074.1416
12/15/2021,43.87427902,Blackout period,CASH,796048.3033,469155.0796
12/16/2021,41.63064957,Blackout period,CASH,796127.1121,445163.5707
12/17/2021,41.20565033,Blackout period,CASH,796205.9287,440618.982
12/20/2021,40.37540054,Blackout period,CASH,796284.7531,431740.9807
12/21/2021,42.1841507,Blackout period,CASH,796363.5853,451082.2518
12/22/2021,43.22195053,Blackout period,CASH,796442.4252,462179.6208
12/23/2021,43.88415909,Blackout period,CASH,796521.273,469260.7288
12/27/2021,45.29261017,Blackout period,CASH,796600.1287,484321.5342
12/28/2021,44.92195892,Blackout period,CASH,796678.9921,480358.0978
12/29/2021,44.88242722,Blackout period,CASH,796757.8633,479935.3786
12/30/2021,44.57109451,Blackout period,CASH,796836.7423,476606.2453
12/31/2021,43.99287796,Blackout period,CASH,796915.6292,470423.2781
1/3/2022,44.90713501,Blackout period,CASH,796994.5238,480199.5832
1/4/2022,43.73096085,Blackout period,CASH,797073.4263,467622.5541
1/5/2022,41.01291275,Blackout period,CASH,797152.3365,438558.0065
1/6/2022,40.98326492,Blackout period,CASH,797231.2546,438240.9773
1/7/2022,40.07889557,Blackout period,CASH,797310.1805,428570.403
1/10/2022,40.1727829,Blackout period,CASH,797389.1142,429574.3561
1/11/2022,41.35390854,Blackout period,CASH,797468.0557,442204.3321
1/12/2022,41.68006516,Blackout period,CASH,797547.0051,445691.98
1/13/2022,39.56987381,Blackout period,CASH,797625.9622,423127.3473
1/14/2022,40.06901932,Blackout period,CASH,797704.9272,428464.7946
1/18/2022,38.10211945,Blackout period,CASH,797783.9,407432.4019
1/19/2022,37.22247314,Blackout period,CASH,797862.8806,398026.1952
1/20/2022,36.23902893,Blackout period,CASH,797941.869,387510.0601
1/21/2022,34.19801712,Blackout period,CASH,798020.8653,365685.1759
1/24/2022,34.61313629,Blackout period,CASH,798099.8693,370124.1154
1/25/2022,32.88347244,Blackout period,CASH,798178.8812,351628.5275
1/26/2022,32.93782806,Blackout period,CASH,798257.9009,352209.7614
1/27/2022,32.17183304,Blackout period,CASH,798336.9285,344018.8472
1/28/2022,34.2326088,Blackout period,CASH,798415.9638,366055.0706
1/31/2022,36.42681503,Blackout period,CASH,798495.007,389518.0886
2/1/2022,36.86170959,Blackout period,CASH,798574.058,394168.4896
2/2/2022,37.47944641,Blackout period,CASH,798653.1168,400774.0538
2/3/2022,34.40557861,Blackout period,CASH,798732.1835,367904.666
2/4/2022,35.28524017,Blackout period,CASH,798811.258,377311.0357
2/7/2022,34.73174667,Blackout period,CASH,798890.3403,371392.4362
2/8/2022,35.51256943,Blackout period,CASH,798969.4304,379741.9059
2/9/2022,37.0198555,Blackout period,CASH,799048.5284,395859.5706
2/10/2022,35.33465576,Blackout period,CASH,799127.6342,377839.445
2/11/2022,33.10585022,Blackout period,CASH,799206.7478,354006.4507
2/14/2022,33.19480896,Blackout period,CASH,799285.8693,354957.7016
2/15/2022,34.82069778,Blackout period,CASH,799364.9986,372343.6055
2/16/2022,34.78610992,Blackout period,CASH,799444.1357,371973.7516
2/17/2022,32.72039413,Blackout period,CASH,799523.2807,349884.7036
2/18/2022,31.96427727,Blackout period,CASH,799602.4335,341799.4183
2/22/2022,31.31688309,Blackout period,CASH,799681.5942,334876.7229
2/23/2022,29.72559166,Blackout period,CASH,799760.7626,317860.7747
2/24/2022,31.71718025,Blackout period,CASH,799839.939,339157.1681
2/25/2022,32.69568634,Blackout period,CASH,799919.1231,349620.499
2/28/2022,32.94771576,Blackout period,CASH,799998.3151,352315.4922
3/1/2022,31.86543083,Blackout period,CASH,800077.5149,340742.4366
3/2/2022,32.91312027,Blackout period,CASH,800156.7226,351945.5568
3/3/2022,31.97415733,Blackout period,CASH,800235.9381,341905.0674
3/4/2022,31.07473183,Blackout period,CASH,800315.1615,332287.3586
3/7/2022,28.76685715,Blackout period,CASH,800394.3927,307608.8646
3/8/2022,28.48517227,Blackout period,CASH,800473.6317,304596.7606
3/9/2022,30.57065773,Blackout period,CASH,800552.8786,326897.209
3/10/2022,29.88372993,Blackout period,CASH,800632.1334,319551.774
3/11/2022,28.61860275,Blackout period,CASH,800711.3959,306023.5553
3/14/2022,27.53632545,Blackout period,CASH,800790.6664,294450.5812
3/15/2022,29.23633957,Blackout period,CASH,800869.9446,312629.1195
3/16/2022,31.42560768,Blackout period,CASH,800949.2308,336039.3333
3/17/2022,32.15701294,Blackout period,CASH,801028.5247,343860.3733
3/18/2022,33.49626541,Blackout period,CASH,801107.8266,358181.2263
3/21/2022,33.30847549,Blackout period,CASH,801187.1362,356173.157
3/22/2022,34.60325241,Blackout period,CASH,801266.4538,370018.4254
3/23/2022,33.60993195,Blackout period,CASH,801345.7791,359396.6818
3/24/2022,35.10733795,Blackout period,CASH,801425.1124,375408.6972
3/25/2022,35.05791473,Blackout period,CASH,801504.4535,374880.2064
3/28/2022,36.14018631,Blackout period,CASH,801583.8024,386453.1193
3/29/2022,37.35589218,Blackout period,CASH,801663.1592,399452.8676
3/30/2022,36.56025314,Blackout period,CASH,801742.5238,390944.9649
3/31/2022,35.54221344,Blackout period,CASH,801821.8964,380058.8943
4/1/2022,35.51750946,Blackout period,CASH,801901.2767,379794.7305
4/4/2022,36.9457283,Blackout period,CASH,801980.665,395066.9159
4/5/2022,35.32971191,Blackout period,CASH,802060.061,377786.5796
4/6/2022,33.75324631,Blackout period,CASH,802139.465,360929.1665
4/7/2022,33.93609619,Blackout period,CASH,802218.8768,362884.4112
4/8/2022,32.97242355,Blackout period,CASH,802298.2965,352579.6968
4/11/2022,31.42066765,Blackout period,CASH,802377.724,335986.5087
4/12/2022,31.17357063,Blackout period,CASH,802457.1594,333344.2585
4/13/2022,32.40904617,Blackout period,CASH,802536.6026,346555.4073
4/14/2022,30.92153168,Blackout period,CASH,802616.0538,330649.1635
4/18/2022,31.02037239,Blackout period,CASH,802695.5128,331706.0839
4/19/2022,32.33491898,Blackout period,CASH,802774.9796,345762.7527
4/20/2022,31.39101601,Blackout period,CASH,802854.4543,335669.4387
4/21/2022,30.13576889,Blackout period,CASH,802933.9369,322246.8692
4/22/2022,28.52470589,Blackout period,CASH,803013.4274,305019.5003
4/25/2022,29.27587891,Blackout period,CASH,803092.9257,313051.9203
4/26/2022,27.01741791,Blackout period,CASH,803172.4319,288901.8152
4/27/2022,26.9877739,Blackout period,CASH,803251.946,288584.8268
4/28/2022,28.88546562,Blackout period,CASH,803331.4679,308877.165
4/29/2022,26.29096031,Blackout period,CASH,803410.9977,281133.6813
5/2/2022,27.17556572,Blackout period,CASH,803490.5354,290592.9164
5/3/2022,27.25957489,Blackout period,CASH,803570.081,291491.2407
5/4/2022,29.08808327,Blackout period,CASH,803649.6344,311043.7898
5/5/2022,26.19706345,Blackout period,CASH,803729.1957,280129.6263
5/6/2022,25.53979492,Blackout period,CASH,803808.7649,273101.3429
5/9/2022,23.51360893,Blackout period,CASH,803888.342,251434.9937
5/10/2022,24.09181213,Blackout period,CASH,803967.927,257617.8182
5/11/2022,22.64382935,Blackout period,CASH,804047.5198,242134.2937
5/12/2022,22.54499626,Blackout period,CASH,804127.1205,241077.4547
5/13/2022,24.19065094,Blackout period,CASH,804206.7291,258674.7183
5/16/2022,23.64704132,Blackout period,CASH,804286.3455,252861.8088
5/17/2022,24.86769295,Blackout period,CASH,804365.9699,265914.4429
5/18/2022,22.39673424,Blackout period,CASH,804445.6021,239492.0639
5/19/2022,22.17435265,Blackout period,CASH,804525.2422,237114.1
5/20/2022,22.0211525,Blackout period,CASH,804604.8902,235475.9049
5/23/2022,22.75749779,Blackout period,CASH,804684.5461,243349.7695
5/24/2022,21.78394508,Blackout period,CASH,804764.2099,232939.4059
5/25/2022,22.40662384,Blackout period,CASH,804843.8815,239597.8151
5/26/2022,23.63715935,Blackout period,CASH,804923.5611,252756.1392
5/27/2022,25.20374298,Blackout period,CASH,805003.2485,269507.8827
5/31/2022,25.04066277,Blackout period,CASH,805082.9438,267764.0384
6/1/2022,24.67495918,Blackout period,CASH,805162.647,263853.5082
6/2/2022,26.03398323,Blackout period,CASH,805242.3581,278385.782
6/3/2022,24.6403656,Blackout period,CASH,805322.0771,263483.5932
6/6/2022,24.82815742,Blackout period,CASH,805401.804,265491.6828
6/7/2022,25.2679882,Blackout period,CASH,805481.5388,270194.8677
6/8/2022,24.88745499,Blackout period,CASH,805561.2815,266125.7618
6/9/2022,23.52843666,Blackout period,CASH,805641.032,251593.5491
6/10/2022,21.85312653,Blackout period,CASH,805720.7905,233679.1748
6/13/2022,19.84177017,Blackout period,CASH,805800.5569,212171.4013
6/14/2022,19.93566513,Blackout period,CASH,805880.3311,213175.436
6/15/2022,20.90922356,Blackout period,CASH,805960.1133,223585.8608
6/16/2022,19.23391724,Blackout period,CASH,806039.9033,205671.5272
6/17/2022,19.67868423,Blackout period,CASH,806119.7013,210427.4958
6/21/2022,20.67201042,Blackout period,CASH,806199.5071,221049.3006
6/22/2022,20.60282516,Blackout period,CASH,806279.3209,220309.491
6/23/2022,21.21561813,Blackout period,CASH,806359.1425,226862.1897
6/24/2022,22.70807648,Blackout period,CASH,806438.9721,242821.2991
6/27/2022,22.32261086,Blackout period,CASH,806518.8095,238699.4501
6/28/2022,20.95370102,Blackout period,CASH,806598.6549,224061.4658
6/29/2022,21.0130024,Blackout period,CASH,806678.5082,224695.5855
6/30/2022,20.46444893,Blackout period,CASH,806758.3693,218829.8105
7/1/2022,20.7313118,Blackout period,CASH,806838.2384,221683.4203
7/5/2022,21.4429493,Blackout period,CASH,806918.1154,229293.0804
7/6/2022,21.70486832,Blackout period,CASH,806998.0003,232093.8247
7/7/2022,22.62900925,Blackout period,CASH,807077.8931,241975.8198
7/8/2022,22.70313644,Blackout period,CASH,807157.7938,242768.4744
7/11/2022,21.70486832,Blackout period,CASH,807237.7024,232093.8247
7/12/2022,21.29468727,Blackout period,CASH,807317.619,227707.6894
7/13/2022,21.21561813,Blackout period,CASH,807397.5434,226862.1897
7/14/2022,21.3589344,Blackout period,CASH,807477.4758,228394.6948
7/15/2022,22.11998749,Blackout period,CASH,807557.416,236532.7641
7/18/2022,21.74934769,Blackout period,CASH,807637.3642,232569.4501
7/19/2022,23.07377815,Blackout period,CASH,807717.3203,246731.8088
7/20/2022,23.8051796,Blackout period,CASH,807797.2843,254552.8081
7/21/2022,24.48716354,Blackout period,CASH,807877.2563,261845.3776
7/22/2022,23.62727356,Blackout period,CASH,807957.2361,252650.4288
7/25/2022,23.37523651,Blackout period,CASH,808037.2239,249955.354
7/26/2022,22.43132973,Blackout period,CASH,808117.2196,239861.9993
7/27/2022,24.32902336,Blackout period,CASH,808197.2232,260154.358
7/28/2022,24.78862381,Blackout period,CASH,808277.2347,265068.9433
7/29/2022,25.70782089,Blackout period,CASH,808357.2541,274898.073
8/1/2022,25.67816734,Blackout period,CASH,808437.2815,274580.9825
8/2/2022,25.50519943,Blackout period,CASH,808517.3168,272731.4074
8/3/2022,26.89387321,Blackout period,CASH,808597.36,287580.7308
8/4/2022,27.12614632,Blackout period,CASH,808677.4112,290064.4665
8/5/2022,26.69619942,Blackout period,CASH,808757.4702,285466.9716
8/8/2022,26.52323341,Blackout period,CASH,808837.5372,283617.4168
8/9/2022,25.91537857,Blackout period,CASH,808917.6121,277117.5223
8/10/2022,27.35841751,Blackout period,CASH,808997.695,292548.1815
8/11/2022,27.04707718,Blackout period,CASH,809077.7857,289218.9668
8/12/2022,28.11452866,Blackout period,CASH,809157.8844,300633.4058
8/15/2022,28.5395298,Blackout period,CASH,809237.9911,305178.0148
8/16/2022,28.40609741,Blackout period,CASH,809318.1056,303751.1997
8/17/2022,27.74882698,Blackout period,CASH,809398.2281,296722.896
8/18/2022,27.89213753,Blackout period,CASH,809478.3586,298255.3399
8/19/2022,26.79503822,Blackout period,CASH,809558.4969,286523.8716
8/22/2022,25.37671089,Blackout period,CASH,809638.6432,271357.4578
8/23/2022,25.33223152,Blackout period,CASH,809718.7974,270881.8324
8/24/2022,25.47554588,Blackout period,CASH,809798.9596,272414.317
8/25/2022,26.36014938,Blackout period,CASH,809879.1297,281873.5317
8/26/2022,24.19559097,Blackout period,CASH,809959.3077,258727.5429
8/29/2022,23.72117043,Blackout period,CASH,810039.4937,253654.4839
8/30/2022,23.18744278,Blackout period,CASH,810119.6876,247947.2439
8/31/2022,22.91563606,Blackout period,CASH,810199.8895,245040.7687
9/1/2022,22.93046761,Blackout period,CASH,810280.0992,245199.365
9/2/2022,22.27318954,Blackout period,CASH,810360.317,238170.9795
9/6/2022,21.95196533,Blackout period,CASH,810440.5426,234736.0748
9/7/2022,22.83162308,Blackout period,CASH,810520.7763,244142.4037
9/8/2022,23.06389809,Blackout period,CASH,810601.0178,246626.1597
9/9/2022,24.06216049,Blackout period,CASH,810681.2673,257300.7482
9/12/2022,24.63047981,Blackout period,CASH,810761.5248,263377.8827
9/13/2022,21.91736603,Blackout period,CASH,810841.7901,234366.0986
9/14/2022,22.27813339,Blackout period,CASH,810922.0635,238223.845
9/15/2022,21.50719643,Blackout period,CASH,811002.3448,229980.0858
9/16/2022,21.2452755,Blackout period,CASH,811082.634,227179.321
9/19/2022,21.58626366,Blackout period,CASH,811162.9312,230825.565
9/20/2022,21.22550392,Blackout period,CASH,811243.2363,226967.9002
9/21/2022,20.4595089,Blackout period,CASH,811323.5494,218776.986
9/22/2022,19.96531677,Blackout period,CASH,811403.8704,213492.506
9/23/2022,19.31298447,Blackout period,CASH,811484.1994,206517.0065
9/26/2022,19.12024879,Blackout period,CASH,811564.5363,204456.0513
9/27/2022,19.1696682,Blackout period,CASH,811644.8812,204984.5014
9/28/2022,19.91589546,Blackout period,CASH,811725.2341,212964.0356
9/29/2022,18.79408646,Blackout period,CASH,811805.5949,200968.3424
9/30/2022,18.11704445,Blackout period,CASH,811885.9636,193728.6178
10/3/2022,18.97199249,Blackout period,CASH,811966.3403,202870.7216
10/4/2022,20.16299438,Blackout period,CASH,812046.725,215606.3061
10/5/2022,20.12840271,Blackout period,CASH,812127.1176,215236.4115
10/6/2022,19.8071804,Blackout period,CASH,812207.5182,211801.5271
10/7/2022,18.29000664,Blackout period,CASH,812287.9268,195578.1317
10/10/2022,17.89960098,Blackout period,CASH,812368.3433,191403.458
10/11/2022,17.45482445,Blackout period,CASH,812448.7677,186647.3874
10/12/2022,17.42517471,Blackout period,CASH,812529.2002,186330.3377
10/13/2022,18.21588326,Blackout period,CASH,812609.6406,194785.5179
10/14/2022,17.10889435,Blackout period,CASH,812690.0889,182948.2984
10/17/2022,18.27024269,Blackout period,CASH,812770.5452,195366.7924
10/18/2022,18.55687141,Blackout period,CASH,812851.0095,198431.7618
10/19/2022,18.39873123,Blackout period,CASH,812931.4818,196740.7421
10/20/2022,18.19117546,Blackout period,CASH,813011.962,194521.3132
10/21/2022,19.06095123,Blackout period,CASH,813092.4502,203821.9725
10/24/2022,19.47607422,Blackout period,CASH,813172.9463,208260.9528
10/25/2022,20.27171516,Blackout period,CASH,813253.4504,216768.8758
10/26/2022,19.36240387,Blackout period,CASH,813333.9625,207045.4565
10/27/2022,18.64583015,Blackout period,CASH,813414.4826,199383.0126
10/28/2022,19.79729271,Blackout period,CASH,813495.0106,211695.7964
10/31/2022,19.31298447,Blackout period,CASH,813575.5466,206517.0065
11/1/2022,18.922575,Blackout period,CASH,813656.0906,202342.2921
11/2/2022,17.62779236,Blackout period,CASH,813736.6426,188496.9625
11/3/2022,16.94086647,Blackout period,CASH,813817.2025,181151.5479
11/4/2022,17.47953606,Blackout period,CASH,813897.7704,186911.6328
11/7/2022,17.86006546,Blackout period,CASH,813978.3463,190980.698
11/8/2022,18.10715675,Blackout period,CASH,814058.9301,193622.8869
11/9/2022,17.25714874,Blackout period,CASH,814139.522,184533.6076
11/10/2022,19.8071804,Blackout period,CASH,814220.1218,211801.5271
11/11/2022,20.53857994,Blackout period,CASH,814300.7296,219622.506
11/14/2022,20.16793442,Blackout period,CASH,814381.3453,215659.1308
11/15/2022,20.73624992,Blackout period,CASH,814461.9691,221736.2245
11/16/2022,20.15805054,Blackout period,CASH,814542.6008,215553.4408
11/17/2022,20.0542717,Blackout period,CASH,814623.2405,214443.7161
11/18/2022,20.05921364,Blackout period,CASH,814703.8882,214496.5611
11/21/2022,19.63915253,Blackout period,CASH,814784.5439,210004.7767
11/22/2022,20.20253181,Blackout period,CASH,814865.2076,216029.0865
11/23/2022,20.60282516,Blackout period,CASH,814945.8793,220309.491
11/25/2022,20.32113647,Blackout period,CASH,815026.5589,217297.3462
11/28/2022,19.71822548,Blackout period,CASH,815107.2465,210850.3171
11/29/2022,19.42664909,Blackout period,CASH,815187.9421,207732.4415
11/30/2022,21.20079994,Blackout period,CASH,815268.6457,226703.7363
12/1/2022,21.24033165,Blackout period,CASH,815349.3573,227126.4556
12/2/2022,21.07230759,Blackout period,CASH,815430.0769,225329.7459
12/5/2022,20.34090042,Blackout period,CASH,815510.8045,217508.6855
12/6/2022,19.50077438,Blackout period,CASH,815591.5401,208525.0757
12/7/2022,19.33275414,Blackout period,CASH,815672.2836,206728.4069
12/8/2022,19.80223274,Blackout period,CASH,815753.0352,211748.6209
